140.000000,346.114624,23.345455,376.574310,254.965622,19.042662,0.119636,0.937636,101907.281250,0.008137,0.119511,286.797058,283.530029,285.767029,285.797638
246.000000,277.798767,45.454548,366.602570,260.532715,13.129229,0.000000,0.000000,101398.257812,0.006015,0.000378,286.587219,280.283813,284.787659,284.788513
253.436371,246.337494,47.672729,347.113831,252.607101,6.907969,0.000727,0.000364,101817.742188,0.003152,0.001620,280.646057,277.431152,278.790466,279.239014
254.072723,265.139099,47.581818,355.222443,250.288116,8.074902,0.031636,0.000000,102171.179688,0.003536,0.031569,282.963684,278.889465,281.781525,281.952820
250.727264,261.654480,46.127270,353.249786,254.126022,11.616961,0.001273,0.000000,102030.835938,0.005379,0.001835,282.972900,278.464355,282.122650,282.455261
242.909088,319.195282,44.072723,407.929871,276.944885,15.966568,0.000727,0.000000,100852.031250,0.009767,0.002224,292.796753,289.053101,291.556458,291.585052
252.109085,263.237000,46.672729,346.722595,234.393021,9.323705,0.009636,0.020909,102368.882812,0.002659,0.009942,280.497406,276.894226,277.726135,278.475983
264.200012,230.613571,50.018181,338.840759,250.154938,4.679553,0.001273,0.000000,102891.031250,0.002061,0.001489,279.883850,273.595856,277.777161,278.481018
248.745453,254.700897,45.581818,348.007111,249.557465,8.526324,0.024000,0.003636,102557.882812,0.004454,0.024265,281.964233,277.217773,280.824463,281.240112
30.363636,354.346313,4.472727,366.089539,231.304810,23.538111,0.406000,0.898909,102127.000000,0.007711,0.406116,284.354218,282.847229,284.288391,284.128082
169.327271,357.413086,28.072727,393.229614,261.488922,20.170456,0.107273,1.607818,102144.085938,0.009354,0.107138,289.337769,286.716492,288.215576,288.434448
178.381805,332.722687,27.145452,383.084625,166.022766,14.865522,0.155273,0.044000,102036.164062,0.007279,0.154875,287.177582,284.767029,286.158905,286.677979
252.000000,298.566833,45.000000,375.131042,232.265717,12.504817,0.022909,0.519454,101847.921875,0.006140,0.022887,286.166595,282.763184,284.969879,285.383362
263.818176,266.556305,48.418182,370.016846,262.446289,8.512500,0.000000,0.000000,102304.515625,0.004248,0.000638,287.159912,279.914612,284.802582,284.994202
